BAR kodas,Likutis,Likučio skirtumas,Mat.vnt.,Pr. grupės kodas,Prekės kodas,Prekės pavadinimas,Sandėlis,Sujungimo Tipas,TOPO Eugestos kiekis,TOPO Eugestos kodas,TOPO Eugestos pavadinimas,TOPO Eugestos trumpas pavadinimas
475092100058,6.0,2,Vnt.,TG152,402115.0,"Virdulys STOLLAR BKE320, 1l the Compact Kettle",LOG BENDRAS,Sujungta,8,475092100058,"Virdulys SAGE BKE320, 1l the Compact Ket",BKE320 the Compa
400251563649,6.0,2,Vnt.,TG098,402422.0,"Skalbinių minkštiklis MIELE 1.5 l, 10240830",LOG BENDRAS,Sujungta,8,400251563649,"Skalbinių minkštiklis MIELE 1.5 l, 10240","1.5 l, 10240830"
421020103875,14.0,2,Vnt.,TG022,402070.0,Barzdaskutė BRAUN 130S-1,LOG BENDRAS,Sujungta,16,421020103875,Barzdaskutė BRAUN 130S-1,130S-1
931243203021,8.0,2,Vnt.,TG138,402064.0,"Virdulys SAGE SKE825 1,7L the Smart Kettle",LOG BENDRAS,Sujungta,10,931243203021,"Virdulys SAGE SKE825 1,7L",SKE825 the Smart
800439933117,1.0,2,Vnt.,TG030,401570.0,Kavos virimo aparatas DELONGHI ECAM350.75 S,LOG BENDRAS,Sujungta,3,800439933117,Kavos virimo aparatas DELONGHI ECAM350.7,ECAM350.75 S
931243202695,8.0,2,Vnt.,TG138,402026.0,Sulčiaspaudė SAGE BJE430,LOG BENDRAS,Sujungta,10,931243202695,Sulčiaspaudė SAGE BJE430,BJE430
502523286734,2.0,2,Vnt.,TG118,401555.0,Dantų šepetėlis PANASONIC EW-DL75-S803,LOG BENDRAS,Sujungta,4,502523286734,Dantų šepetėlis PANASONIC EW-DL75-S803,EW-DL75-S803
501077714403,1.0,2,Vnt.,TG054,401973.0,Fotoepiliatorius HOMEDICS IPL-HH190-EU,LOG BENDRAS,Sujungta,3,501077714403,Fotoepiliatorius HOMEDICS IPL-HH190-EU,IPL-HH190-EU
711719764014,2.0,-2,Vnt.,TG150,402015.0,Žaidimų kompiuteris SONY Playstation 4 1TB + Fifa19 + papildomas pultas,LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
692528193214,3.0,2,Vnt.,TG066,401139.0,"Ausinės JBL CONTOUR2,į ausis, sportui, bluetooth, juodos",LOG BENDRAS,Sujungta,5,692528193214,"Ausinės JBL CONTOUR2,į ausis, sportui, b","CONTOUR2,į ausis"
502523254732,4.0,2,Vnt.,TG118,402568.0,Telefonas PANASONIC KX-TG2511FXT,LOG BENDRAS,Sujungta,6,502523254732,Telefonas PANASONIC KX-TG2511FXT,KX-TG2511FXT
871010381817,8.0,2,Vnt.,TG120,401939.0,Išmanusis dantų šepetėlis PHILIPS HX9924/47,LOG BENDRAS,Sujungta,10,871010381817,Išmanusis dantų šepetėlis PHILIPS Sonica,Sonicare HX9924/
871010381750,5.0,2,Vnt.,TG120,401940.0,Išmanusis dantų šepetėlis PHILIPS HX9903/03,LOG BENDRAS,Sujungta,7,871010381750,Išmanusis dantų šepetėlis PHILIPS Sonica,Sonicare HX9903/
871010387033,20.0,2,Vnt.,TG120,401539.0,Dantų šepetėlio antgalis PHILIPS HX6072/27,LOG BENDRAS,Sujungta,22,871010387033,Dantų šepetėlio antgalis PHILIPS HX6072/,HX6072/27
871010384391,15.0,2,Vnt.,TG120,401542.0,Dulkių siurblys PHILIPS FC6903/01 SpeedPro Max,LOG BENDRAS,Sujungta,17,871010384391,Dulkių siurblys PHILIPS FC6903/01 SpeedP,FC6903/01 SpeedP
031262086198,2.0,-2,Vnt.,TG199,401954.0,"Kolonėlė JAM Chill Out, pilka",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
871010368999,52.0,2,Vnt.,TG120,401716.0,Sumuštinių keptuvė PHILIPS HD2395/00,LOG BENDRAS,Sujungta,54,871010368999,Sumuštinių keptuvė PHILIPS HD2395/00,HD2395/00
871010384392,9.0,2,Vnt.,TG120,401543.0,Dulkių siurblys PHILIPS FC6904/01 SpeedPro Max,LOG BENDRAS,Sujungta,11,871010384392,Dulkių siurblys PHILIPS FC6904/01 SpeedP,FC6904/01 SpeedP
502523253849,347.0,2,Vnt.,TG118,401550.0,Tarpdančių ploviklis PANASONIC EW-DJ40-W503,LOG BENDRAS,Sujungta,349,502523253849,Tarpdančių ploviklis PANASONIC EW-DJ40-W,Tarpdančių plovi
031262086204,2.0,-2,Vnt.,TG199,401956.0,"Kolonėlė JAM Double Chill, juoda",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
502523278260,2.0,-2,Vnt.,TG118,403070.0,Plaukų kirpimo mašinėlė PANASONIC ER-GB70-S503,LOG BENDRAS,Sujungta,0,502523278260,Plaukų kirpimo mašinėlė PANASONIC ER-GB7,ER-GB70-S503
641041210927,9.0,1,Vnt.,TG104,421235.0,"Šepetėlis griliui MUSTANG, kietas",LOG BENDRAS,Sujungta,10,641041210927,"Šepetėlis griliui MUSTANG, kietas",Šepetėlis griliu
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,771171135425,"Žaislas WOWWEE Beždžionėlė BFF Ashley, r",Žaislas WOWWEE B
641041312851,5.0,1,Vnt.,TG104,421238.0,MUSTANG SKEWER DOUBLE NEEDLE 4PCS.,LOG BENDRAS,Sujungta,6,641041312851,Dvigubi iešmai MUSTANG 4 vnt.,Dvigubi iešmai M
641041303310,44.0,1,Vnt.,TG104,421237.0,MUSTANG PASTING BRUSH WITH SILICON HEAD SST,LOG BENDRAS,Sujungta,45,641041303310,Silikoninė šluotelė MUSTANG,Silikoninė šluot
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,771171135647,Žaislas WOWWEE Mažoji Panda 3560/3564,Žaislas WOWWEE M
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,690144311761,Asmenukių lazda HUAWEI AF11,AF11
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,692528192244,"Kolonėlė JBL Flip 4, 16W, mikrofonas, at",Kolonėlė JBL Fli
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,690144319694,"Išorinė baterija HUAWEI 10000mAh, super",Išorinė baterija
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,692528193310,"Kolonėlė JBL Clip3, 3W, su karabinu, su",Kolonėlė JBL Cli
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,771171137078,"Žaislas WOWWEE Vienaragis Gemma, 37082/3",Žaislas WOWWEE V
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,697062616012,Dulkių siurblys robotas MAMIBOT SWEEPUR1,SWEEPUR120
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,732142264103,Dangtis mikrob. krosnelei ELECTROLUX E4M,E4MWCOV1
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,733254356068,Dulkių siurblys ELECTROLUX PI91-5SGM Pur,PI91-5SGM Pure i
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,692528191419,"Kolonėlė JBL Charge 3, 20W, su mikrofonu",Kolonėlė JBL Cha
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,763003038438,Kavos kapsulės NESPRESSO Vivalto Lungo 1,Vivalto Lungo 10
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,763003038446,Kavos kapsulės NESPRESSO Variations Vani,Variations Vanil
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,763003961887,Kavos virimo aparatas NESPRESSO Essenza,Essenza Mini bal
421020121920,6.0,1,Vnt.,TG114,421201.0,Dantų šepetėlis ORAl-B Smart 4500 Cross Action Black Edition + kelioninis dėklas,LOG BENDRAS,Sujungta,7,421020121920,Dantų šepetėlis ORAl-B Smart 4500 Cross,Smart 4500 Cross
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,690180107470,Krepšys fotoaparatui RIVA Green Mantis 7,Green Mantis 747
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,690180107420,Dėklas fotoaparatui RIVA Green Mantis 74,Green Mantis 742
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,690144320837,"Dėkliukas HUAWEI P Smart, FlipCover, juo",Dėkliukas HUAWEI
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,763003038454,Kavos kapsulės NESPRESSO Vivalto Lungo D,Vivalto Lungo De
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,690144320256,"Dėkliukas HUAWEI Mate 10 Lite, nugarėlė,","Mate 10 Lite, nu"
477163208817,80.0,1,Vnt.,TG124,421193.0,Medžio anglies briketai PROflame 2 kg,LOG BENDRAS,Sujungta,81,477163208817,Medžio anglies briketai PROflame 2 kg,Medžio anglies b
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,880164391941,"Išorinis SSD diskas SAMSUNG T5, 500GB, U",Išorinis SSD dis
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,800370511424,Dulkių siurblys šluota ARIETE 10 in 1 41,10 in 1 4164
424200369816,4.0,1,Vnt.,TG315,421026.0,Kaitlentė SIEMENS EH875FFB1E,LOG BENDRAS,Sujungta,5,424200369816,Kaitlentė SIEMENS EH875FFB1E,EH875FFB1E
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,884938373487,Garsiakalbiai PIONEER TS-G1720F,TS-G1720F
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,888641931777,Pelės kilimėlis RAZER Goliathus Control,Goliathus Contro
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,888641933216,"Pelė RAZER Lancehead Tournament Edition,",Lancehead Tourna
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,888641937091,"Ausinės RAZER Hammerhead V2, į ausis, ža","Hammerhead V2, Ž"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,888641937130,"Ausinės RAZER Electra V2 USB, ant ausų,","Electra V2 USB, "
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,931243202690,"Virdulys SAGE BKE590 1,7L, sidabrinis",BKE590
502523227217,20.0,1,Vnt.,TG118,402527.0,Telefonas PANASONIC KX-TS500FXB laidinis,LOG BENDRAS,Sujungta,21,502523227217,Telefonas PANASONIC KX-TS500FXB laidinis,KX-TS500FXB laid
871010385943,17.0,1,Vnt.,TG120,401538.0,Kavos virimo aparatas PHILIPS EP5331/10 LatteGo,LOG BENDRAS,Sujungta,18,871010385943,Kavos virimo aparatas PHILIPS 5000 Latte,5000 LatteGo EP5
802028300316,11.0,1,Vnt.,TG265,421042.0,Garų surinktuvas ELICA ELITE14 LUX GRIX/A/60,LOG BENDRAS,Sujungta,12,802028300316,Garų surinktuvas ELICA ELITE14 LUX GRIX/,ELITE14 LUX GRIX
590144309554,8.0,1,Vnt.,TG004,401507.0,Toneris ACJ Brother ATB -1030N (TN-1030/1050),LOG BENDRAS,Sujungta,9,590144309554,Toneris ACJ Brother ATB -1030N (TN-1030/,Brother ATB -103
590435629438,1.0,-1,Vnt.,TG004,401494.0,"Rašalinė ACJ EPSON T0712, melsva 15ml",LOG BENDRAS,Sujungta,0,590435629438,"Rašalinė ACJ EPSON T0712, melsva 15ml","EPSON T0712, mel"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,880608872470,Mob.tel. SAMSUNG Galaxy S8+ Grey,Galaxy S8+ Grey
490552495716,4.0,1,Vnt.,TG150,402646.0,Fotoaparatas SONY DSC-H300B,LOG BENDRAS,Sujungta,5,490552495716,Fotoaparatas SONY DSC-H300B,DSC-H300B
641041289401,23.0,1,Vnt.,TG104,401393.0,Stovas MUSTANG Chicken wings rack,LOG BENDRAS,Sujungta,24,641041289401,Stovas MUSTANG Chicken wings rack,Chicken wings ra
803268075002,325.0,1,Vnt.,TG037,401377.0,Kavos kapsulės Ecaffe Corposo MIS.004 10 vnt.,LOG BENDRAS,Sujungta,326,803268075002,Kavos kapsulės Ecaffe Corposo MIS.004 10,Corposo MIS.004
400638709651,12.0,1,Vnt.,TG023,401367.0,Vandens filtravimo kasetė BRITA MAXTRA+ NAUJA 3+1 vnt,LOG BENDRAS,Sujungta,13,400638709651,Vandens filtravimo kasetė BRITA MAXTRA+,Vandens filtravi
400638708349,5.0,1,Vnt.,TG023,401365.0,"Vandens filtras BRITA MARELLA 2.4L, baltas",LOG BENDRAS,Sujungta,6,400638708349,"Vandens filtras BRITA MARELLA  2.4L, bal",Vandens filtras 
424200419572,1.0,1,Vnt.,TG320,420946.0,Kaitlentė NEFF TPT5660X (T56PT60X0),LOG BENDRAS,Sujungta,2,424200419572,Kaitlentė NEFF TPT5660X (T56PT60X0),TPT5660X (T56PT6
477904324041,13.0,1,Vnt.,TG124,420910.0,Šonkaulių kepimo stovas PROFLAME EXPERT PFE-RB,LOG BENDRAS,Sujungta,14,477904324041,Šonkaulių kepimo stovas PROFLAME EXPERT,EXPERT PFE-RB
502523268796,1.0,-1,Vnt.,TG118,402751.0,Dantų šepetėlis PANASONIC EW1031S845,LOG BENDRAS,Sujungta,0,502523268796,Dantų šepetėlis PANASONIC EW1031S845,EW1031S845
803268075003,354.0,1,Vnt.,TG037,401208.0,Kavos kapsulės Ecaffe Intenso MISC.003 10 vnt.,LOG BENDRAS,Sujungta,355,803268075003,Kavos kapsulės ECAFFE Intenso MISC.003 1,Intenso MISC.003
803268075001,281.0,1,Vnt.,TG037,401207.0,Kavos kapsulės Ecaffe Preziose MISC.002 10 vnt.,LOG BENDRAS,Sujungta,282,803268075001,Kavos kapsulės ECAFFE Preziose MISC.002,Preziose MISC.00
733254344596,3.0,1,Vnt.,TG038,421127.0,Garų surinktuvas ELECTROLUX EFF60560OX,LOG BENDRAS,Sujungta,4,733254344596,Garų surinktuvas ELECTROLUX EFF60560OX,Garų surinktuvas
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,880608858508,Dulkių siurblys SAMSUNG VS60K6050KW/SB,VS60K6050KW/SB
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,800439932860,Kavos virimo aparatai DELONGHI DOLCE GUS,DOLCE GUSTO PICC
641041182766,16.0,1,Vnt.,TG060,421158.0,Šaldymo elementas ICEMAN 2vnt 182766,LOG BENDRAS,Sujungta,17,641041182766,Šaldymo elementas ICEMAN 2vnt 182766,Šaldymo elementa
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,800439951228,Kondicionierius DELONGHI PAC EX 120 SILE,PAC EX 120 SILEN
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,800439977186,"Virdulys DELONGHI KBJ2001BK, 1.7l, juoda",KBJ2001BK juodas
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,801636191434,Dulkių siurblys HOOVER AT70_AT75011,AT70_AT75011
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,801636193324,Dulkių siurblys HOOVER BV71_BV20011,BV71_BV20011
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,869084285037,Kaitlentė BEKO HIZG 64125 SCR,HIZG 64125 SCR
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,869991030130,Kaitlentė WHIRLPOOL AKA 6422 IX,AKA 6422 IX
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,871010360725,Kokteilinė PHILIPS HR2100/00,HR2100/00
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,871010365251,Dulkių siurblys PHILIPS FC7088/01,FC7088/01
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,871010377289,Dulkių siurblys šluota PHILIPS FC6405/01,FC6405/01 PowerP
641041182769,122.0,1,Vnt.,TG060,421159.0,Šaldymo elementas ICEMAN SLIM ledo pak. 400G ASST 182769,LOG BENDRAS,Sujungta,123,641041182769,Šaldymo elementas ICEMAN SLIM ledo pak.,SLIM ledo paketa
733254351762,3.0,1,Vnt.,TG311,421151.0,Garų surinktuvas AEG DBB5660HM,LOG BENDRAS,Sujungta,4,733254351762,Garų surinktuvas AEG DBB5660HM,DBB5660HM
641041273977,2.0,1,Vnt.,TG104,421131.0,Akmuo picai kepti MUSTANG 32cm,LOG BENDRAS,Sujungta,3,641041273977,Akmuo picai kepti MUSTANG 32cm,Akmuo picai kept
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,871010381376,Laidynė PHILIPS GC2998/80,GC2998/80
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,871180885291,Suktukas I-TOP su trimis skirtingais žai,Suktukas I-TOP s
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,871228533494,"Laikiklis VOGELS THIN 445 TV 26-55"", tri",Laikiklis VOGELS
477904324012,27.0,1,Vnt.,TG124,421143.0,Medžio anglis PROFLAME 2 kg,LOG BENDRAS,Sujungta,28,477904324012,Medžio anglis PROFLAME 2 kg,2 kg
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,880119801020,Žaislas-robotas transformeris TOBOT X 30,Žaislas-robotas 
641041182683,3.0,1,Vnt.,TG104,421136.0,Medžio drožlės rūkymui MUSTANG 3 l Alksnis,LOG BENDRAS,Sujungta,4,641041182683,Medžio drožlės rūkymui MUSTANG 3 l Alksn,Medžio drožlės r
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,880119801021,Žaislas-robotas transformeris TOBOT Y 30,Žaislas-robotas 
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,880164314529,Planš.komp. SAMSUNG Galaxy Tab A T580 10,Galaxy Tab A T58
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,641041283848,"Puodeliai MAKU, 200 ml, 2vnt.","Puodeliai MAKU, "
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,880608843975,Dulkių siurblys SAMSUNG VR20K9350WK/SB,VR20K9350WK/SB
641041316004,18.0,1,Vnt.,TG104,421240.0,"Grotelės MUSTANG, nerūdijančio plieno",LOG BENDRAS,Sujungta,19,641041316004,"Grotelės MUSTANG, nerūdijančio plieno",Grotelės MUSTANG
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,502523262154,Telefonas PANASONIC KX-TG1611FXH,KX-TG1611FXH
330721608043,4.0,1,Vnt.,TG168,421250.0,Žaidimas PS4 Tom Clancy's The Division 2,LOG BENDRAS,Sujungta,5,330721608043,Žaidimas PS4 Tom Clancy's The Division 2,Žaidimas PS4 Tom
888641931785,1.0,1,Vnt.,TG128,402250.0,"Pelės kilimėlis RAZER Vespula V2, su riešo atrama, 320 x 272 x 22 mm",LOG BENDRAS,Sujungta,2,888641931785,"Pelės kilimėlis RAZER Vespula V2, su rie",Pelės kilimėlis 
477902708190,206.0,1,Vnt.,TG338,451733.0,Šaldiklis MIDEA HS-129CN,LOG BENDRAS,Sujungta,207,477902708190,Šaldiklis MIDEA HS-129CN,HS-129CN
031262087324,1.0,-1,Vnt.,TG199,401957.0,"Kolonėlė JAM Double Chill, mėlyna",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
031262087669,1.0,-1,Vnt.,TG199,401966.0,"Ausinės JAM Live Large, į ausis, Bluetooth, mėlynos",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
761303686743,57.0,1,Vnt.,TG108,421724.0,"Kavos kapsulės NESCAFE Dolce Gusto Espresso Intenso, 16kaps., 112g",LOG BENDRAS,Sujungta,58,761303686743,Kavos kapsulės NESCAFE Dolce Gusto Espre,Espresso Intenso
802028304544,16.0,1,Vnt.,TG265,421699.0,Garų surinktuvas ELICA ERA C IX/A/60,LOG BENDRAS,Sujungta,17,802028304544,Garų surinktuvas ELICA ERA C IX/A/60,ERA C IX/A/60
402071680555,39.0,1,Vnt.,TG335,421648.0,"Gertuvė vandeniui LaPLAYA Isotitan Sports and Drink 0.6 l, pilka",LOG BENDRAS,Sujungta,40,402071680555,Gertuvė vandeniui LaPLAYA Isotitan Sport,Isotitan Sports 
424200364543,10.0,1,Vnt.,TG315,421644.0,"Kavos virimo aparatas SIEMENS CT636LES1, įmontuojamas",LOG BENDRAS,Sujungta,11,424200364543,"Kavos virimo aparatas SIEMENS CT636LES1,","CT636LES1, įmont"
402071608801,55.0,1,Vnt.,TG045,421627.0,"Šaldymo elementas EZetil IceAkku HighPerformance 2x220g, mėlynas",LOG BENDRAS,Sujungta,56,402071608801,Šaldymo elementas EZetil IceAkku HighPer,Šaldymo elementa
421020112654,23.0,1,Vnt.,TG114,402140.0,Dantų šepetėlis Oral-B PRO 690 CrossAction Bonus,LOG BENDRAS,Sujungta,24,421020112654,Dantų šepetėlis Oral-B PRO 690 CrossActi,PRO 690 CrossAct
800370511177,13.0,1,Vnt.,TG188,421586.0,Ledukų gaminimo aparatas ARIETE 78 Party Time,LOG BENDRAS,Sujungta,14,800370511177,Ledukų gaminimo aparatas ARIETE 78 Party,78 Party Time
711719416777,1.0,-1,Vnt.,TG077,402189.0,Žaidimas PS4 Marvel's Spider-Man,LOG BENDRAS,Sujungta,0,711719416777,Žaidimas PS4 Marvel's Spider-Man,PS4 Marvel's Spi
503091723659,1.0,1,Vnt.,TG005,421582.0,Žaidimas XBOX ONE Crash Bandicoot N. Sane Trilogy,LOG BENDRAS,Sujungta,2,503091723659,Žaidimas XBOX ONE Crash Bandicoot N. San,Žaidimas XBOX ON
888641931783,1.0,1,Vnt.,TG128,402245.0,"Pelės kilimėlis RAZER Goliathus Mobile Stealth Edition, 215 x 270 mm",LOG BENDRAS,Sujungta,2,888641931783,Pelės kilimėlis RAZER Goliathus Mobile S,Pelės kilimėlis 
888641937131,1.0,-1,Vnt.,TG128,402254.0,"Ausinės RAZER Thresher 7.1, belaidės, ant ausų, tinka Xbox One",LOG BENDRAS,Sujungta,0,888641937131,"Ausinės RAZER Thresher 7.1, belaidės, an",Thresher 7.1 for
400920800924,34.0,1,Vnt.,TG126,451739.0,"Dviračio šalmas PROPHETE vaikiškas, 52-56 cm",LOG BENDRAS,Sujungta,35,400920800924,"Dviračio šalmas PROPHETE vaikiškas, 52-5","vaikiškas, 52-56"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,001094221647,Kavos virimo aparatai KRUPS XN1005 Nespr,XN1005 Nespresso
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,001901989149,"Išmanusis laikrodis APPLE Watch 4 GPS, 4","Watch 4 GPS, 40m"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,001925635255,Neš.komp. LENOVO IdeaPad 330S-15IKB i5-8,IdeaPad 330S-15I
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,004391700236,Plaukų kirpimo mašinėlė WAHL CloseCut 79,CloseCut 79111
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,004391700272,Barzdakirpė WAHL Mustache&Beard 05606,Mustache&Beard 0
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,190198911001,Išmanusis laikrodis APPLE Watch 4 GPS +,Watch 4 GPS + Ce
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,303005012087,Barzdakirpė BABYLISS T810E,T810E
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,303005015050,Plaukų tiesinimo žnyplės BABYLISS 2598PE,2598PE
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,349955036056,Radija THOMSON RT253,RT253
690144327572,13.0,1,Vnt.,TG057,421439.0,"Dėkliukas HUAWEI Y6 2019, knygutė, juoda",LOG BENDRAS,Sujungta,14,690144327572,"Dėkliukas HUAWEI Y6 2019, knygutė, juoda",Dėkliukas HUAWEI
888641935058,3.0,-1,Vnt.,TG128,402257.0,"Žaidimų pultas RAZER Wolverine Tournament Ed., tinka Xbox One",LOG BENDRAS,Sujungta,2,888641935058,Wolverine Tournament Ed.,Wolverine Tourna
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,370104540063,"Laikrodis MOB Cutty Clock, veikiantis nu","Cutty Clock, vei"
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,383894211348,Kaitlentė GORENJE IS655ST,IS655ST
477902708192,139.0,1,Vnt.,TG338,451734.0,Šaldiklis MIDEA HS-108FN,LOG BENDRAS,Sujungta,140,477902708192,Šaldiklis MIDEA HS-108FN,HS-108FN
454873608987,2.0,1,Vnt.,TG150,451756.0,Muzikinis centras SONY MHC-V82D,LOG BENDRAS,Sujungta,3,454873608987,Muzikinis centras SONY MHC-V82D,MHC-V82D
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,599641502377,Plaukų kirpimo mašinėlė WAHL HomePro 139,Plaukų kirpimo m
475092100087,1.0,1,Vnt.,TG152,402303.0,Daugiafunkcinis puodas STOLLAR BMC800LT,LOG TRŪKUMAS,Sujungta,2,475092100087,Daugiafunkc. puodas STOLLAR BMC800LT,BMC800LT
125200000109,1.0,-1,Vnt.,TG120,420429.0,Dulkių siurblys robotas PHILIPS FC8792/01,KITA,Nerasta TOPO sandėlyje,0,,,
871141243261,24.0,1,Vnt.,TG047,401633.0,Įdegtukai FIRE UP Ekologiški 72 vnt.,LOG BENDRAS,Sujungta,25,871141243261,Įdegtukai FIRE UP Ekologiški 72 vnt.,Ekologiški 72 vn
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,000045496420,Žaidimas SWITCH NINTENDO The Legend of Z,The Legend of Ze
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,000031262087,"Ausinės JAM Live Large, į ausis, Bluetoo",Ausinės JAM Live
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,000031262087,"Kolonėlė JAM Double Chill, mėlyna",Kolonėlė JAM Dou
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,000031262087,"Kolonėlė JAM  Chill Out, mėlyna",Kolonėlė JAM  Ch
871010344569,65.0,1,Vnt.,TG120,401635.0,Dulkių maišelis PHILIPS FC8022/04,LOG BENDRAS,Sujungta,66,871010344569,Dulkių maišelis PHILIPS FC8022/04,FC8022/04
871010314496,53.0,1,Vnt.,TG120,401636.0,HEPA filtras PHILIPS FC8031/00 (H12),LOG BENDRAS,Sujungta,54,871010314496,HEPA filtras PHILIPS FC8031/00 (H12),FC8031/00 (H12)
800439932450,16.0,1,Vnt.,TG030,401644.0,Kavamalė DELONGHI KG49,LOG BENDRAS,Sujungta,17,800439932450,Kavamalė DELONGHI KG49,KG49
,0.0,1,,,,,,Nerasta Eugestos ataskaitoje,1,000031262065,Masažuoklis HOMEDICS Shiatsu BMSC-1000H-,Shiatsu BMSC-100
800439932768,201.0,-1,Vnt.,TG030,401708.0,Kavos virimo aparatas DELONGHI DOLCE GUSTO EDG305WR MINIME,LOG BENDRAS,Sujungta,200,800439932768,Kavos virimo aparatai DELONGHI DELONGHI,DELONGHI DOLCE G
192563525554,1.0,-1,Vnt.,TG084,404374.0,Nešiojamas kompiuteris LENOVO IdeaPad 330S-15IKB i5-8250U/4/1TB+16GB/Win,LOG TRŪKUMAS,Nerasta TOPO sandėlyje,0,,,
401367401518,2.0,1,Vnt.,TG011,402547.0,"Elementai ANSMANN A23, 1vnt., alkaline, 12V",LOG TRŪKUMAS,Sujungta,3,401367401518,"Elementai ANSMANN A23, 1vnt., alkaline,","A23, 1vnt., alka"
871010367707,1.0,-1,Vnt.,TG120,401740.0,Trintuvas PHILIPS HR1672/90,LOG BENDRAS,Sujungta,0,871010367707,Trintuvas PHILIPS HR1672/90,HR1672/90
031262087263,1.0,-1,Vnt.,TG199,401953.0,"Kolonėlė JAM Chill Out, mėlyna",LOG BENDRAS,Nerasta TOPO sandėlyje,0,,,
871010385901,1.0,-1,Vnt.,TG120,401925.0,Laidynė PHILIPS GC2678/30,LOG TRŪKUMAS,Sujungta,0,871010385901,Laidynė PHILIPS GC2678/30,GC2678/30
